,0,type,content,3,4,5,6,7,8,9,10,11,12,13
160,7818.json,1,"say , oregon <num> <num> percent pregnanc unintend .","children,families,health-care,women",carolyn-tomei,,,democrat,0,0,0,1,0,a House floor speech
161,10871.json,0,austin school district teacher lowest paid urban texa district lowest paid surround school district .,"education,state-budget,state-finances",gina-hinojosa,"President, Austin Independent School District Board of Trustees",Texas,none,0,0,1,1,0,"an interview with Kiah Collier, Austin American-Statesman reporter"
162,4710.json,0,say clackama counti urban renew debt oregon counti combin .,county-government,john-lee,Chair of Clackamas County Republicans,Oregon,republican,0,1,1,0,0,in a press release 
163,9507.json,0,nasa scientist fudg number make <num> hottest year overst extent global warm .,"climate-change,environment",steve-doocy,"Co-host of Fox New Channel's ""Fox and Friends""",New York,journalist,0,2,0,0,1,"a broadcast of ""Fox and Friends."""
164,11324.json,1,univers wisconsin system larger busi state wisconsin .,state-budget,dale-kooyenga,State Representative,Wisconsin,republican,1,1,2,2,0,a radio interview
165,6046.json,0,record congresswoman betti sutton ... ever hold singl in-person town hall meet open general public .,job-accomplishments,jim-renacci,U.S. representative ,Ohio,republican,5,3,4,1,1,a news release
166,8434.json,0,"mark herring vote allow sex offend , includ rapist , serv shorter sentenc .",criminal-justice,mark-obenshain,State senator,Virginia,republican,1,0,1,2,0,a campaign brochure.
167,3637.json,1,iraq second-largest oilfield world ( behind ) saudi arabia .,"energy,foreign-policy",donald-trump,President-Elect,New York,republican,63,114,51,37,61,an interview with Sean Hannity of Fox News
168,7744.json,1,say state mandat test come english compani .,education,george-lavender,State representative,Texas,republican,0,0,0,1,0,in Texas House of Representatives debate
169,2897.json,0,say got twice much money sale counti ground land milwauke counti execut scott walker will accept .,job-accomplishments,lee-holloway,"Chairman, Milwaukee County Boaerd of Supervisors",Wisconsin,none,1,2,0,1,1,an interview with a weekly newspaper
170,6060.json,0,"spend tax loophol annual $ <num> trillion . that spend defens budget year , medicar medicaid year .",taxes,jeanne-shaheen,Senator,New Hampshire,democrat,3,0,4,2,0,an interview with the editorial board of 'The Telegraph.'
171,603.json,0,bush tax cut .,taxes,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,flip-o-meter
172,11545.json,1,half black worker countri earn less $ <num> hour .,"diversity,economy,jobs",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,"a Democratic presidential candidates' forum in Rock Hill, S.C."
173,10448.json,0,insur floridian pay $ <num> everi hospit stay cover cost uninsur .,"health-care,medicaid",florida-chamber-commerce,,Florida,none,0,1,1,2,1,a report on health care costs
174,5461.json,1,sixteen million job creat ronald reagan presid .,jobs,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,a speech
175,6684.json,0,would largest casino unit state .,gambling,its-still-bad-idea,,Oregon,organization,0,0,0,1,1,a campaign press event
176,450.json,0,barack obama 's health care plan `` cost taxpay $ <num> cover new person . '',health-care,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,in a television ad
177,769.json,1,barack obama ... <num> percent vote sole along parti line .,candidates-biography,sarah-palin,,Alaska,republican,9,19,9,6,6,St. Louis
178,6425.json,0,presid obama nanci pelosi said obamacar would save money factor <num> year worth tax revenu six half year worth expens .,health-care,eric-hovde,,,republican,2,3,3,0,0,a television interview
179,502.json,1,john mccain `` led nonprolifer issu chanc senat . '',foreign-policy,barack-obama,President,Illinois,democrat,70,71,160,163,9,a statement by campaign spokesman Bill Burton
180,11711.json,1,say american poll show russian presid vladimir putin <num> percent approv rate .,polls,donald-trump,President-Elect,New York,republican,63,114,51,37,61,"an interview on NBC's ""Meet the Press"""
181,5470.json,1,pasco counti school graduat rate substanti higher state averag dropout rate state averag .,education,heather-fiorentino,superintendent of Pasco County's public schools,Florida,republican,0,0,1,0,1,a press release
182,8869.json,1,eighty-f percent state unit state electrocut abolish .,"criminal-justice,states",scott-surovell,State delegate,Virginia,democrat,0,0,1,1,0,a floor debate.
183,8159.json,0,"say year , <num> american women becom pregnant rape incest .","abortion,crime",wendy-davis,state senator,Texas,democrat,5,1,8,12,1,an opinion article
184,6884.json,0,"bill nelson leas land own six cow , take advantag agricultur tax loophol dodg $ <num> tax last year .","agriculture,taxes",american-crossroads,,,republican,5,5,4,0,0,a TV commercial
185,10250.json,0,"rural virginia , sen. warner ran <num> - <num> point ahead tradit democrat -- ahead senat kain , ahead governor mcauliff .",elections,david-hallock,Aide,Virginia,democrat,0,1,0,0,0,a forum
186,10757.json,0,tell certainti ( capandtrad ) would devast impact economi .,"cap-and-trade,climate-change",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,an interview on CBS' Face the Nation
187,8320.json,1,today mani florida teacher risk pay impact perform children even classroom subject area .,education,charlie-crist,,Florida,democrat,15,9,20,19,2,a Tampa Bay Times op-ed
188,5472.json,0,mitt romney left massachusett $ <num> billion debt .,"deficit,job-accomplishments,message-machine-2012,state-budget,state-finances",red-white-and-blue-fund,,,none,0,1,0,0,0,a campaign ad
189,5505.json,1,say barack obama promis would cut deficit half didnt .,federal-budget,lenny-curry,chairman of the Republican Party of Florida,Florida,republican,2,1,2,0,0,"an interview on ""Political Connections"""
190,12427.json,1,old citi philadelphiaus dozen club that known two .,nightlife,job-itkzkowitz,Old City District executive director,Pennsylvania,none,0,0,0,1,0,In the Philadelphia Business Journal
191,11464.json,0,say denmark suicid rate twice high unit state past five decad .,"economy,foreign-policy,public-health",viral-image,,,none,5,5,0,3,15,a shareable graphic on the Web
192,11778.json,0,"china total control , , north korea .","foreign-policy,nuclear",donald-trump,President-Elect,New York,republican,63,114,51,37,61,"a Republican presidential debate in North Charleston, S.C."
193,12961.json,0,fact clinton foundat got <num> percent overhead <num> percent money actual get place .,candidates-biography,reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2,12,8,3,1,"comments on ""The Mike Gallagher Show"""
194,10269.json,0,u.s. constitut owe notion democraci iroquoi tribe .,"diversity,history",facebook-posts,Social media posting,,none,14,18,15,11,36,a meme
195,2833.json,0,"sinc first year , <num> busi last count move california texa .",economy,rick-perry,Governor,Texas,republican,30,30,42,23,18,on an episode of Fox & Friends
196,6110.json,0,barack obama provid gun mexican drug cartel .,"drugs,guns,legal-issues",rick-perry,Governor,Texas,republican,30,30,42,23,18,a speech to the Republican Party of Texas convention in Fort Worth.
197,13400.json,0,say chris koster fell silenta attorney general pursu case free classifi servic accus promot prostitut accept $ <num> campaign contribut peopl affili servic .,"campaign-finance,legal-issues,women",eric-greitens,gubernatorial candidate,Missouri,republican,1,1,2,1,0,a press release
198,1251.json,1,health care premium consum doubl sinc <num>,health-care,jay-rockefeller,U.S. Senator,West Virginia,democrat,0,0,1,0,0,a column in the newspaper Roll Call
199,6112.json,1,"say , less half state legal protect basi sexual orient gender ident , despit fact lgbt american report employ discrimin unemploy much higher rate u.s. averag .","civil-rights,diversity,gays-and-lesbians,jobs,workers",jeff-merkley,U.S. Senator,Oregon,democrat,0,1,3,6,0,a press release
200,6431.json,0,"gov . romney , <num> republican governor , support polici would elimin time limit welfar reform law allow peopl stay welfar forev .",welfare,jay-carney,White House press secretary,District of Columbia,none,2,2,1,2,0,a press White House press briefing
201,2615.json,0,"lt. gov . lee fisher , ohio <num> th countri term get money actual worker retrain .","economy,government-efficiency,jobs",rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,a debate
202,3709.json,0,"im well awar medic marijuana recogn , medic , viabl treatment sort [ pancrea ] pain condit .","candidates-biography,crime,drugs,health-care,legal-issues,marijuana,public-health",robert-watson,lawyer,Rhode Island,republican,0,1,0,0,0,a speech on the House floor
203,2652.json,0,say rick perri recent said want anoth ( texa ) busi tax .,"state-budget,taxes",kathie-glass,lawyer,Texas,libertarian,0,0,0,0,2,a debate.
204,9146.json,1,"two-to-on margin , rhode island want ban assault weapon small percentag gun owner state , less <num> percent .","government-regulation,guns,legal-issues,public-health,public-safety,recreation,market-regulation,states",linda-finn,landscape designer,Rhode Island,democrat,0,0,1,2,0,a speech during a rally at the Rhode Island state house
205,184.json,0,"right , employ chanc get hit lightn prosecut hire undocu worker . chang .",immigration,barack-obama,President,Illinois,democrat,70,71,160,163,9,Las Vegas
206,11764.json,0,wisconsin drop second countri <num> st among state half student took act exam .,"children,education,state-budget,states",state-democratic-party-wisconsin,,Wisconsin,democrat,5,7,2,2,7,a news release
207,7692.json,1,say <num> most minor texa student enrol fail school .,education,dan-patrick,Lieutenant governor-elect,Texas,republican,4,4,3,4,4,"a state Senate committee hearing April 9, 2013"
208,7876.json,0,"say age <num> need , elig cancer treatment afford care act .","health-care,medicare",chain-email,,,none,11,43,8,5,105,a chain email
209,5171.json,0,say obama administr polici prohibit peopl work at-risk youth promot marriag way avoid poverti .,"marriage,poverty",rick-santorum,,Pennsylvania,republican,12,16,13,7,5,a debate in South Carolina
210,12950.json,0,... secret document reveal iran could obtain nuclear weapon far sooner told . tammi duckworth vote yes ( iran nuclear deal ) .,nuclear,independent-voice-illinois-pac,,Illinois ,none,1,0,0,0,0,an attack video advertisement of Congresswoman Tammy Duckworth
211,11185.json,0,"look result obamacar , see emerg room visit <num> percent .",polls,carly-fiorina,,California,republican,5,5,4,3,2,"an interview on CNN's ""State of the Union"""
212,2412.json,0,lorann ausley vote six time tax save .,taxes,republican-party-florida,,,republican,10,6,6,6,4,statements on the party's website.
213,3215.json,0,four state assembl democrat score death blow northeast wisconsin economi kill hundr job potenti bass pro shop near green bay .,"environment,jobs",scott-suder,state Assembly majority leader,Wisconsin,republican,0,0,0,0,1,a news release
214,948.json,1,presid campaign type legisl .,federal-budget,john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a speech on the House floor.
215,11766.json,0,one everi three women abort lifetim .,abortion,wendy-davis,state senator,Texas,democrat,5,1,8,12,1,a legal brief
216,592.json,0,barack obama `` left announc socialist unit state senat . '',candidates-biography,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,an interview with the <i>Kansas City Star</i>
217,5732.json,0,presid worst record femal labor forc particip ? barack obama .,"history,labor,women,workers",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a graphic posted on his website
218,12745.json,0,two million latino poverti today presid obamatook oath offic less eight year ago .,"economy,immigration,poverty,welfare",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a speech at the Republican National Convention in Cleveland
219,5017.json,0,social secur trust fund alreadi face immin bankruptci .,"social-security,taxes",john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a news conference
220,12331.json,0,"seven hundr thousand . that mani california job lost thank politician rais minimum <url> florida ad one million job , lose .","jobs,labor,states",enterprise-florida,The public-private economic development agency ,Florida,organization,1,0,0,0,0,Enterprise Florida radio ads in California
221,10424.json,1,america . <num> wind power .,energy,barack-obama,President,Illinois,democrat,70,71,160,163,9,the State of the Union address
222,9091.json,0,"percentag black children born without father home risen <num> percent <num> <num> percent today , due chang presid lyndon johnson great societi .","children,families,marriage,poverty",facebook-posts,Social media posting,,none,14,18,15,11,36,a meme on the Internet
